Gene	Module	kME
3258	UNCLASSIFIED	NA
3259	P1_I9_M1	0.91
3260	P1_I9_M1	0.93
3261	UNCLASSIFIED	NA
3262	P1_I9_M2	0.81
3263	P1_I9_M2	0.83
3264	UNCLASSIFIED	NA
3265	P2_I6_M1	0.82
3266	UNCLASSIFIED	NA
3267	P1_I9_M4	0.94
3268	P1_I9_M2	0.86
3269	P3_I5_M2	0.84
3270	P2_I6_M5	0.85
3271	P2_I6_M4	0.91
3272	P1_I9_M1	0.95
3273	UNCLASSIFIED	NA
3274	P1_I9_M2	0.95
3275	P1_I9_M2	0.8
3276	UNCLASSIFIED	NA
3277	UNCLASSIFIED	NA
3278	P2_I6_M5	0.86
3279	UNCLASSIFIED	NA
3280	P1_I9_M1	0.85
3281	P1_I9_M1	0.91
3282	P2_I6_M4	0.89
3283	UNCLASSIFIED	NA
3284	P1_I9_M4	0.91
3285	P3_I5_M1	0.87
3286	P1_I9_M2	0.97
3287	UNCLASSIFIED	NA
3288	P2_I6_M7	0.92
3289	UNCLASSIFIED	NA
3290	UNCLASSIFIED	NA
3291	UNCLASSIFIED	NA
3292	P2_I6_M10	0.84
3293	UNCLASSIFIED	NA
3294	UNCLASSIFIED	NA
3295	UNCLASSIFIED	NA
3296	UNCLASSIFIED	NA
3297	P1_I9_M2	0.92
3298	UNCLASSIFIED	NA
3299	P1_I9_M2	0.9
3300	UNCLASSIFIED	NA
3301	P1_I9_M1	0.89
3302	P2_I6_M9	0.84
3303	P1_I9_M1	0.95
3304	P1_I9_M2	0.96
3305	P4_I3_M2	0.84
3306	P1_I9_M2	0.93
3307	P1_I9_M2	0.82
3308	UNCLASSIFIED	NA
3309	P1_I9_M2	0.91
3310	UNCLASSIFIED	NA
3311	UNCLASSIFIED	NA
3312	UNCLASSIFIED	NA
3313	UNCLASSIFIED	NA
3314	UNCLASSIFIED	NA
3315	P1_I9_M3	0.88
3316	P2_I6_M5	0.85
3317	UNCLASSIFIED	NA
3318	UNCLASSIFIED	NA
3319	P1_I9_M1	0.87
3320	UNCLASSIFIED	NA
3321	P1_I9_M1	0.85
3322	UNCLASSIFIED	NA
3323	P1_I9_M1	0.85
3324	P1_I9_M3	0.91
3325	UNCLASSIFIED	NA
3326	UNCLASSIFIED	NA
3327	UNCLASSIFIED	NA
3328	P1_I9_M1	0.9
3329	UNCLASSIFIED	NA
3330	UNCLASSIFIED	NA
3331	UNCLASSIFIED	NA
3332	UNCLASSIFIED	NA
3333	P1_I9_M5	0.99
3334	UNCLASSIFIED	NA
3335	UNCLASSIFIED	NA
3336	P1_I9_M2	0.81
3337	P3_I5_M1	0.82
3338	UNCLASSIFIED	NA
3339	P1_I9_M2	0.85
3340	P1_I9_M2	0.83
3341	P1_I9_M1	0.85
3342	P1_I9_M2	0.94
3343	UNCLASSIFIED	NA
3344	UNCLASSIFIED	NA
3345	P2_I6_M3	0.82
3346	P2_I6_M1	0.95
3347	P1_I9_M1	0.92
3348	P2_I6_M1	0.86
3349	P2_I6_M5	0.81
3350	P1_I9_M2	0.88
3351	P1_I9_M2	0.97
3352	P1_I9_M1	0.95
3353	UNCLASSIFIED	NA
3354	P1_I9_M2	0.97
3355	P1_I9_M2	0.95
3356	UNCLASSIFIED	NA
3357	P1_I9_M2	0.91
3358	P1_I9_M2	0.94
3359	UNCLASSIFIED	NA
3360	P1_I9_M2	0.93
3361	P2_I6_M3	0.94
3362	P2_I6_M7	0.96
3363	UNCLASSIFIED	NA
3364	P1_I9_M2	0.95
3365	P2_I6_M5	0.85
3366	P1_I9_M1	0.95
3367	P2_I6_M2	0.85
3368	P1_I9_M1	0.99
3369	UNCLASSIFIED	NA
3370	P1_I9_M1	0.82
3371	UNCLASSIFIED	NA
3372	UNCLASSIFIED	NA
3373	UNCLASSIFIED	NA
3374	P2_I6_M11	0.88
3375	UNCLASSIFIED	NA
3376	UNCLASSIFIED	NA
3377	P1_I9_M1	0.82
3378	UNCLASSIFIED	NA
3379	UNCLASSIFIED	NA
3380	UNCLASSIFIED	NA
3381	P1_I9_M1	0.91
3382	UNCLASSIFIED	NA
3383	P1_I9_M3	0.86
3384	P1_I9_M1	0.85
3385	UNCLASSIFIED	NA
3386	P2_I6_M6	0.87
3387	P1_I9_M2	0.98
3388	UNCLASSIFIED	NA
3389	P1_I9_M2	0.89
3390	P1_I9_M1	0.84
3391	P2_I6_M1	0.91
3392	UNCLASSIFIED	NA
3393	P1_I9_M1	0.96
3394	UNCLASSIFIED	NA
3395	P2_I6_M7	0.85
3396	P3_I5_M2	0.87
3397	P2_I6_M3	0.86
3398	P2_I6_M5	0.93
3399	UNCLASSIFIED	NA
3400	UNCLASSIFIED	NA
3401	P3_I5_M3	0.87
3402	P1_I9_M1	0.87
3403	UNCLASSIFIED	NA
3404	P1_I9_M2	0.93
3405	P1_I9_M1	0.81
3406	UNCLASSIFIED	NA
3407	UNCLASSIFIED	NA
3408	P1_I9_M1	0.86
3409	P2_I6_M2	0.81
3410	UNCLASSIFIED	NA
3411	P1_I9_M6	0.92
3412	UNCLASSIFIED	NA
3413	P1_I9_M2	0.82
3414	UNCLASSIFIED	NA
3415	UNCLASSIFIED	NA
3416	UNCLASSIFIED	NA
3417	P1_I9_M2	0.89
3418	P2_I6_M11	0.87
3419	UNCLASSIFIED	NA
3420	UNCLASSIFIED	NA
3421	UNCLASSIFIED	NA
3422	P1_I9_M1	0.95
3423	UNCLASSIFIED	NA
3424	UNCLASSIFIED	NA
3425	UNCLASSIFIED	NA
3426	P1_I9_M2	0.92
3427	P1_I9_M1	0.95
3428	UNCLASSIFIED	NA
3429	P1_I9_M1	0.86
3430	P1_I9_M3	0.86
3431	P1_I9_M2	0.87
3432	UNCLASSIFIED	NA
3433	UNCLASSIFIED	NA
3434	P1_I9_M1	0.96
3435	P1_I9_M1	0.93
3436	P1_I9_M1	0.91
3437	UNCLASSIFIED	NA
3438	UNCLASSIFIED	NA
3439	P1_I9_M1	0.9
3440	UNCLASSIFIED	NA
3441	P2_I6_M4	0.9
3442	P1_I9_M2	0.82
3443	UNCLASSIFIED	NA
3444	P2_I6_M8	0.84
3445	P1_I9_M6	0.89
3446	P1_I9_M2	0.96
3447	UNCLASSIFIED	NA
3448	UNCLASSIFIED	NA
3449	P1_I9_M2	0.81
3450	UNCLASSIFIED	NA
3451	UNCLASSIFIED	NA
3452	UNCLASSIFIED	NA
3453	UNCLASSIFIED	NA
3454	UNCLASSIFIED	NA
3455	P2_I6_M2	0.86
3456	P1_I9_M1	0.91
3457	P2_I6_M4	0.86
3458	P1_I9_M1	0.88
3459	UNCLASSIFIED	NA
3460	P1_I9_M2	0.81
3461	P1_I9_M1	0.94
3462	P1_I9_M3	0.83
3463	P2_I6_M3	0.98
3464	P2_I6_M5	0.83
3465	UNCLASSIFIED	NA
3466	P2_I6_M11	0.87
3467	P3_I5_M2	0.86
3468	UNCLASSIFIED	NA
3469	P1_I9_M2	0.93
3470	P2_I6_M5	0.9
3471	P2_I6_M5	0.94
3472	UNCLASSIFIED	NA
3473	UNCLASSIFIED	NA
3474	P2_I6_M1	0.8
3475	UNCLASSIFIED	NA
3476	P2_I6_M10	0.84
3477	UNCLASSIFIED	NA
3478	UNCLASSIFIED	NA
3479	P1_I9_M2	0.91
3480	P1_I9_M2	0.89
3481	UNCLASSIFIED	NA
3482	UNCLASSIFIED	NA
3483	UNCLASSIFIED	NA
3484	P4_I3_M1	0.93
3485	UNCLASSIFIED	NA
3486	P2_I6_M5	0.86
3487	UNCLASSIFIED	NA
3488	P2_I6_M2	0.85
3489	P1_I9_M1	0.93
3490	P2_I6_M3	0.91
3491	P1_I9_M2	0.96
3492	UNCLASSIFIED	NA
3493	UNCLASSIFIED	NA
3494	P1_I9_M2	0.88
3495	P1_I9_M2	0.95
3496	UNCLASSIFIED	NA
3497	UNCLASSIFIED	NA
3498	P1_I9_M3	0.88
3499	P1_I9_M1	0.81
3500	UNCLASSIFIED	NA
3501	P2_I6_M8	0.81
3502	P1_I9_M1	0.91
3503	P1_I9_M2	0.9
3504	P1_I9_M2	0.89
3505	P2_I6_M3	0.82
3506	UNCLASSIFIED	NA
3507	P1_I9_M1	0.92
3508	P2_I6_M1	0.92
3509	UNCLASSIFIED	NA
3510	P1_I9_M2	0.9
3511	P1_I9_M2	0.97
3512	P1_I9_M5	0.91
3513	UNCLASSIFIED	NA
3514	UNCLASSIFIED	NA
3515	UNCLASSIFIED	NA
3516	UNCLASSIFIED	NA
3517	P1_I9_M2	0.95
3518	P1_I9_M2	0.89
3519	UNCLASSIFIED	NA
3520	UNCLASSIFIED	NA
3521	UNCLASSIFIED	NA
3522	P1_I9_M1	0.9
3523	P4_I3_M2	0.85
3524	P1_I9_M1	0.82
3525	P1_I9_M1	0.94
3526	UNCLASSIFIED	NA
3527	UNCLASSIFIED	NA
3528	P1_I9_M1	0.95
3529	UNCLASSIFIED	NA
3530	P1_I9_M1	0.89
3531	UNCLASSIFIED	NA
3532	P2_I6_M4	0.87
3533	UNCLASSIFIED	NA
3534	P1_I9_M2	0.91
3535	UNCLASSIFIED	NA
3536	P2_I6_M7	0.83
3537	UNCLASSIFIED	NA
3538	P2_I6_M7	0.82
3539	P2_I6_M7	0.81
3540	P1_I9_M2	0.95
3541	UNCLASSIFIED	NA
3542	P2_I6_M3	0.83
3543	P1_I9_M2	0.94
3544	P1_I9_M1	0.91
3545	P1_I9_M2	0.85
3546	P2_I6_M11	0.85
3547	UNCLASSIFIED	NA
3548	P1_I9_M1	0.96
3549	UNCLASSIFIED	NA
3550	P1_I9_M1	0.9
3551	P2_I6_M1	0.84
3552	P1_I9_M1	0.94
3553	UNCLASSIFIED	NA
3554	P2_I6_M3	0.82
3555	UNCLASSIFIED	NA
3556	P2_I6_M2	0.92
3557	P2_I6_M2	0.88
3558	UNCLASSIFIED	NA
3559	P1_I9_M1	0.9
3560	P1_I9_M1	0.94
3561	P2_I6_M5	0.86
3562	UNCLASSIFIED	NA
3563	P1_I9_M1	0.97
3564	UNCLASSIFIED	NA
3565	UNCLASSIFIED	NA
3566	UNCLASSIFIED	NA
3567	P2_I6_M7	0.93
3568	P2_I6_M3	0.81
3569	P1_I9_M1	0.95
3570	UNCLASSIFIED	NA
3571	UNCLASSIFIED	NA
3572	UNCLASSIFIED	NA
3573	UNCLASSIFIED	NA
3574	UNCLASSIFIED	NA
3575	UNCLASSIFIED	NA
3576	UNCLASSIFIED	NA
3577	UNCLASSIFIED	NA
3578	P1_I9_M1	0.89
3579	UNCLASSIFIED	NA
3580	P2_I6_M3	0.9
3581	P2_I6_M10	0.9
3582	UNCLASSIFIED	NA
3583	UNCLASSIFIED	NA
3584	UNCLASSIFIED	NA
3585	UNCLASSIFIED	NA
3586	P1_I9_M1	0.87
3587	P1_I9_M1	0.95
3588	UNCLASSIFIED	NA
3589	UNCLASSIFIED	NA
3590	UNCLASSIFIED	NA
3591	P1_I9_M2	0.85
3592	P1_I9_M1	0.95
3593	UNCLASSIFIED	NA
3594	UNCLASSIFIED	NA
3595	P1_I9_M2	0.84
3596	P1_I9_M1	0.93
3597	P1_I9_M1	0.88
3598	P1_I9_M1	0.92
3599	UNCLASSIFIED	NA
3600	P1_I9_M1	0.91
3601	P1_I9_M1	0.96
3602	UNCLASSIFIED	NA
3603	UNCLASSIFIED	NA
3604	UNCLASSIFIED	NA
3605	P2_I6_M3	0.83
3606	UNCLASSIFIED	NA
3607	P2_I6_M5	0.92
3608	UNCLASSIFIED	NA
3609	P1_I9_M1	0.82
3610	UNCLASSIFIED	NA
3611	P2_I6_M3	0.86
3612	P4_I3_M2	0.87
3613	UNCLASSIFIED	NA
3614	P2_I6_M5	0.8
3615	UNCLASSIFIED	NA
3616	UNCLASSIFIED	NA
3617	P2_I6_M5	0.84
3618	P2_I6_M5	0.93
3619	UNCLASSIFIED	NA
3620	P1_I9_M1	0.96
3621	P2_I6_M5	0.85
3622	P2_I6_M5	0.81
3623	UNCLASSIFIED	NA
3624	P1_I9_M1	0.82
3625	UNCLASSIFIED	NA
3626	UNCLASSIFIED	NA
3627	UNCLASSIFIED	NA
3628	UNCLASSIFIED	NA
3629	P2_I6_M5	0.86
3630	P1_I9_M2	0.93
3631	UNCLASSIFIED	NA
3632	UNCLASSIFIED	NA
3633	P2_I6_M5	0.83
3634	P1_I9_M1	0.9
3635	P1_I9_M1	0.98
3636	UNCLASSIFIED	NA
3637	P2_I6_M3	0.86
3638	P1_I9_M1	0.94
3639	P1_I9_M1	0.98
3640	P1_I9_M1	0.91
3641	P1_I9_M1	0.85
3642	P1_I9_M1	0.87
3643	P2_I6_M3	0.84
3644	P2_I6_M5	0.87
3645	UNCLASSIFIED	NA
3646	UNCLASSIFIED	NA
3647	P1_I9_M1	0.84
3648	UNCLASSIFIED	NA
3649	UNCLASSIFIED	NA
3650	P2_I6_M5	0.84
3651	P2_I6_M3	0.91
3652	UNCLASSIFIED	NA
3653	UNCLASSIFIED	NA
3654	P1_I9_M3	0.92
3655	P1_I9_M2	0.84
3656	P2_I6_M5	0.85
3657	UNCLASSIFIED	NA
3658	P2_I6_M3	0.93
3659	UNCLASSIFIED	NA
3660	P1_I9_M1	0.93
3661	UNCLASSIFIED	NA
3662	P1_I9_M2	0.93
3663	P2_I6_M2	0.93
3664	P2_I6_M3	0.86
3665	UNCLASSIFIED	NA
3666	P1_I9_M3	0.84
3667	P1_I9_M2	0.83
3668	UNCLASSIFIED	NA
3669	UNCLASSIFIED	NA
3670	UNCLASSIFIED	NA
3671	UNCLASSIFIED	NA
3672	P1_I9_M2	0.91
3673	UNCLASSIFIED	NA
3674	UNCLASSIFIED	NA
3675	UNCLASSIFIED	NA
3676	UNCLASSIFIED	NA
3677	UNCLASSIFIED	NA
3678	UNCLASSIFIED	NA
3679	UNCLASSIFIED	NA
3680	UNCLASSIFIED	NA
3681	P1_I9_M1	0.93
3682	P1_I9_M1	0.97
3683	UNCLASSIFIED	NA
3684	UNCLASSIFIED	NA
3685	UNCLASSIFIED	NA
3686	UNCLASSIFIED	NA
3687	P1_I9_M1	0.86
3688	UNCLASSIFIED	NA
3689	P1_I9_M1	0.85
3690	UNCLASSIFIED	NA
3691	UNCLASSIFIED	NA
3692	P2_I6_M6	0.85
3693	P1_I9_M2	0.87
3694	UNCLASSIFIED	NA
3695	UNCLASSIFIED	NA
3696	P1_I9_M4	0.86
3697	UNCLASSIFIED	NA
3698	UNCLASSIFIED	NA
3699	P1_I9_M1	0.85
3700	UNCLASSIFIED	NA
3701	P1_I9_M1	0.89
3702	UNCLASSIFIED	NA
3703	UNCLASSIFIED	NA
3704	UNCLASSIFIED	NA
3705	UNCLASSIFIED	NA
3706	UNCLASSIFIED	NA
3707	P2_I6_M5	0.92
3708	UNCLASSIFIED	NA
3709	P2_I6_M8	0.87
3710	P1_I9_M1	0.85
3711	P1_I9_M2	0.95
3712	P3_I5_M1	0.91
3713	P1_I9_M1	0.82
3714	P1_I9_M2	0.96
3715	P2_I6_M5	0.88
3716	P2_I6_M7	0.88
3717	UNCLASSIFIED	NA
3718	UNCLASSIFIED	NA
3719	UNCLASSIFIED	NA
3720	UNCLASSIFIED	NA
3721	UNCLASSIFIED	NA
3722	P1_I9_M3	0.89
3723	P3_I5_M3	0.81
3724	UNCLASSIFIED	NA
3725	P2_I6_M5	0.81
3726	P1_I9_M1	0.82
3727	P2_I6_M11	0.85
3728	UNCLASSIFIED	NA
3729	P2_I6_M1	0.89
3730	UNCLASSIFIED	NA
3731	P1_I9_M2	0.94
3732	UNCLASSIFIED	NA
3733	P1_I9_M1	0.89
3734	UNCLASSIFIED	NA
3735	UNCLASSIFIED	NA
3736	UNCLASSIFIED	NA
3737	UNCLASSIFIED	NA
3738	P1_I9_M1	0.97
3739	P2_I6_M9	0.85
3740	UNCLASSIFIED	NA
3741	UNCLASSIFIED	NA
3742	UNCLASSIFIED	NA
3743	P1_I9_M2	0.91
3744	UNCLASSIFIED	NA
3745	P1_I9_M2	0.87
3746	P1_I9_M2	0.95
3747	P1_I9_M1	0.88
3748	P1_I9_M1	0.92
3749	UNCLASSIFIED	NA
3750	P2_I6_M7	0.82
3751	P1_I9_M2	0.94
3752	P3_I5_M1	0.85
3753	UNCLASSIFIED	NA
3754	P1_I9_M1	0.96
3755	P1_I9_M2	0.89
3756	P2_I6_M2	0.89
3757	P2_I6_M10	0.96
3758	P1_I9_M2	0.83
3759	UNCLASSIFIED	NA
3760	P2_I6_M3	0.88
3761	P1_I9_M1	0.95
3762	UNCLASSIFIED	NA
3763	UNCLASSIFIED	NA
3764	P2_I6_M1	0.91
3765	P1_I9_M1	0.9
3766	P1_I9_M2	0.92
3767	P1_I9_M1	0.84
3768	P1_I9_M2	0.83
3769	P1_I9_M1	0.93
3770	UNCLASSIFIED	NA
3771	UNCLASSIFIED	NA
3772	P1_I9_M1	0.98
3773	UNCLASSIFIED	NA
3774	UNCLASSIFIED	NA
3775	P1_I9_M3	0.96
3776	P1_I9_M1	0.89
3777	P2_I6_M8	0.94
3778	UNCLASSIFIED	NA
3779	P4_I3_M2	0.94
3780	P2_I6_M3	0.94
3781	UNCLASSIFIED	NA
3782	P1_I9_M6	0.9
3783	UNCLASSIFIED	NA
3784	P1_I9_M1	0.87
3785	P1_I9_M2	0.96
3786	UNCLASSIFIED	NA
3787	UNCLASSIFIED	NA
3788	P1_I9_M1	0.83
3789	UNCLASSIFIED	NA
3790	UNCLASSIFIED	NA
3791	UNCLASSIFIED	NA
3792	UNCLASSIFIED	NA
3793	UNCLASSIFIED	NA
3794	P3_I5_M2	0.83
3795	UNCLASSIFIED	NA
3796	UNCLASSIFIED	NA
3797	P1_I9_M1	0.94
3798	UNCLASSIFIED	NA
3799	P2_I6_M5	0.82
3800	UNCLASSIFIED	NA
3801	UNCLASSIFIED	NA
3802	P1_I9_M1	0.88
3803	UNCLASSIFIED	NA
3804	UNCLASSIFIED	NA
3805	UNCLASSIFIED	NA
3806	P1_I9_M6	0.95
3807	UNCLASSIFIED	NA
3808	UNCLASSIFIED	NA
3809	UNCLASSIFIED	NA
3810	P1_I9_M1	0.91
3811	P1_I9_M2	0.82
3812	UNCLASSIFIED	NA
3813	UNCLASSIFIED	NA
3814	P2_I6_M5	0.88
3815	UNCLASSIFIED	NA
3816	P1_I9_M3	0.85
3817	P2_I6_M6	0.95
3818	P2_I6_M5	0.84
3819	P1_I9_M3	0.84
3820	P1_I9_M1	0.96
3821	UNCLASSIFIED	NA
3822	P2_I6_M1	0.81
3823	UNCLASSIFIED	NA
3824	P4_I3_M2	0.82
3825	P2_I6_M7	0.81
3826	UNCLASSIFIED	NA
3827	UNCLASSIFIED	NA
3828	P1_I9_M2	0.9
3829	P2_I6_M3	0.82
3830	UNCLASSIFIED	NA
3831	UNCLASSIFIED	NA
3832	UNCLASSIFIED	NA
3833	P1_I9_M2	0.88
3834	UNCLASSIFIED	NA
3835	UNCLASSIFIED	NA
3836	UNCLASSIFIED	NA
3837	P1_I9_M2	0.87
3838	P1_I9_M2	0.98
3839	UNCLASSIFIED	NA
3840	UNCLASSIFIED	NA
3841	P2_I6_M1	0.93
3842	P1_I9_M1	0.87
3843	UNCLASSIFIED	NA
3844	P1_I9_M1	0.91
3845	P2_I6_M3	0.91
3846	UNCLASSIFIED	NA
3847	UNCLASSIFIED	NA
3848	P2_I6_M1	0.87
3849	P1_I9_M1	0.88
3850	UNCLASSIFIED	NA
3851	UNCLASSIFIED	NA
3852	UNCLASSIFIED	NA
3853	UNCLASSIFIED	NA
3854	UNCLASSIFIED	NA
3855	P2_I6_M2	0.86
3856	P2_I6_M2	0.91
3857	UNCLASSIFIED	NA
3858	UNCLASSIFIED	NA
3859	P1_I9_M1	0.96
3860	UNCLASSIFIED	NA
3861	UNCLASSIFIED	NA
3862	UNCLASSIFIED	NA
3863	P2_I6_M1	0.87
3864	UNCLASSIFIED	NA
3865	UNCLASSIFIED	NA
3866	UNCLASSIFIED	NA
3867	P1_I9_M2	0.93
3868	UNCLASSIFIED	NA
3869	P2_I6_M3	0.87
3870	P1_I9_M1	0.8
3871	UNCLASSIFIED	NA
3872	UNCLASSIFIED	NA
3873	UNCLASSIFIED	NA
3874	P1_I9_M2	0.94
3875	UNCLASSIFIED	NA
3876	UNCLASSIFIED	NA
3877	UNCLASSIFIED	NA
3878	UNCLASSIFIED	NA
3879	P2_I6_M1	0.89
3880	P2_I6_M4	0.85
3881	UNCLASSIFIED	NA
3882	P1_I9_M2	0.91
3883	P1_I9_M2	0.92
3884	P1_I9_M2	0.88
3885	UNCLASSIFIED	NA
3886	P1_I9_M1	0.87
3887	P1_I9_M2	0.89
3888	P1_I9_M2	0.93
3889	P1_I9_M3	0.81
3890	P1_I9_M2	0.97
3891	P2_I6_M1	0.91
3892	P1_I9_M2	0.88
3893	P1_I9_M2	0.92
3894	P1_I9_M4	0.91
3895	P1_I9_M1	0.98
3896	P1_I9_M2	0.85
3897	P4_I3_M2	0.83
3898	UNCLASSIFIED	NA
3899	UNCLASSIFIED	NA
3900	P1_I9_M1	0.95
3901	UNCLASSIFIED	NA
3902	UNCLASSIFIED	NA
3903	P1_I9_M6	0.97
3904	UNCLASSIFIED	NA
3905	UNCLASSIFIED	NA
3906	UNCLASSIFIED	NA
3907	UNCLASSIFIED	NA
3908	P1_I9_M2	0.93
3909	UNCLASSIFIED	NA
3910	UNCLASSIFIED	NA
3911	UNCLASSIFIED	NA
3912	P2_I6_M3	0.83
3913	P1_I9_M1	0.98
3914	P2_I6_M2	0.9
3915	P4_I3_M2	0.89
3916	P1_I9_M6	0.93
3917	P1_I9_M2	0.91
3918	P2_I6_M3	0.83
3919	P2_I6_M2	0.86
3920	UNCLASSIFIED	NA
3921	P2_I6_M1	0.91
3922	P1_I9_M1	0.83
3923	P1_I9_M2	0.91
3924	UNCLASSIFIED	NA
3925	P1_I9_M1	0.85
3926	P2_I6_M1	0.87
3927	UNCLASSIFIED	NA
3928	UNCLASSIFIED	NA
3929	P1_I9_M1	0.9
3930	UNCLASSIFIED	NA
3931	UNCLASSIFIED	NA
3932	UNCLASSIFIED	NA
3933	UNCLASSIFIED	NA
3934	UNCLASSIFIED	NA
3935	P1_I9_M1	0.86
3936	P2_I6_M7	0.88
3937	UNCLASSIFIED	NA
3938	UNCLASSIFIED	NA
3939	P1_I9_M1	0.95
3940	UNCLASSIFIED	NA
3941	UNCLASSIFIED	NA
3942	P2_I6_M11	0.89
3943	UNCLASSIFIED	NA
3944	UNCLASSIFIED	NA
3945	UNCLASSIFIED	NA
3946	UNCLASSIFIED	NA
3947	UNCLASSIFIED	NA
3948	P1_I9_M2	0.93
3949	UNCLASSIFIED	NA
3950	P1_I9_M1	0.91
3951	P2_I6_M7	0.88
3952	P1_I9_M2	0.96
3953	P1_I9_M1	0.86
3954	UNCLASSIFIED	NA
3955	P1_I9_M2	0.83
3956	UNCLASSIFIED	NA
3957	UNCLASSIFIED	NA
3958	P1_I9_M1	0.89
3959	P1_I9_M2	0.84
3960	P2_I6_M4	0.86
3961	P1_I9_M3	0.93
3962	P1_I9_M3	0.92
3963	UNCLASSIFIED	NA
3964	UNCLASSIFIED	NA
3965	P1_I9_M2	0.99
3966	UNCLASSIFIED	NA
3967	P1_I9_M2	0.83
3968	UNCLASSIFIED	NA
3969	UNCLASSIFIED	NA
3970	P1_I9_M2	0.82
3971	P1_I9_M6	0.95
3972	UNCLASSIFIED	NA
3973	P2_I6_M7	0.84
3974	P1_I9_M1	0.97
3975	P1_I9_M2	0.83
3976	UNCLASSIFIED	NA
3977	UNCLASSIFIED	NA
3978	UNCLASSIFIED	NA
3979	UNCLASSIFIED	NA
3980	P2_I6_M5	0.88
3981	UNCLASSIFIED	NA
3982	P2_I6_M7	0.82
3983	UNCLASSIFIED	NA
3984	P1_I9_M2	0.98
3985	UNCLASSIFIED	NA
3986	P2_I6_M5	0.86
3987	UNCLASSIFIED	NA
3988	UNCLASSIFIED	NA
3989	UNCLASSIFIED	NA
3990	P2_I6_M5	0.92
3991	P1_I9_M2	0.93
3992	UNCLASSIFIED	NA
3993	UNCLASSIFIED	NA
3994	P2_I6_M2	0.81
3995	P1_I9_M2	0.98
3996	P2_I6_M7	0.88
3997	UNCLASSIFIED	NA
3998	P1_I9_M2	0.8
3999	P1_I9_M4	0.94
4000	P1_I9_M1	0.95
4001	P1_I9_M1	0.84
4002	P1_I9_M1	0.94
4003	UNCLASSIFIED	NA
4004	UNCLASSIFIED	NA
4005	UNCLASSIFIED	NA
4006	P1_I9_M2	0.94
4007	P1_I9_M1	0.84
4008	P1_I9_M2	0.91
4009	UNCLASSIFIED	NA
4010	UNCLASSIFIED	NA
4011	UNCLASSIFIED	NA
4012	UNCLASSIFIED	NA
4013	P1_I9_M2	0.95
4014	UNCLASSIFIED	NA
4015	UNCLASSIFIED	NA
4016	P1_I9_M2	0.84
4017	P1_I9_M2	0.95
4018	UNCLASSIFIED	NA
4019	UNCLASSIFIED	NA
4020	P1_I9_M1	0.92
4021	P1_I9_M1	0.86
4022	P1_I9_M1	0.95
4023	UNCLASSIFIED	NA
4024	UNCLASSIFIED	NA
4025	UNCLASSIFIED	NA
4026	P2_I6_M3	0.81
4027	P4_I3_M1	0.88
4028	P2_I6_M7	0.93
4029	UNCLASSIFIED	NA
4030	UNCLASSIFIED	NA
4031	UNCLASSIFIED	NA
4032	P1_I9_M3	0.92
4033	UNCLASSIFIED	NA
4034	P1_I9_M2	0.82
4035	P1_I9_M2	0.92
4036	UNCLASSIFIED	NA
4037	UNCLASSIFIED	NA
4038	UNCLASSIFIED	NA
4039	P2_I6_M4	0.82
4040	P1_I9_M4	0.89
4041	UNCLASSIFIED	NA
4042	P1_I9_M2	0.92
4043	P1_I9_M1	0.92
4044	UNCLASSIFIED	NA
4045	P1_I9_M2	0.93
4046	UNCLASSIFIED	NA
4047	P1_I9_M3	0.89
4048	UNCLASSIFIED	NA
4049	P1_I9_M1	0.9
4050	UNCLASSIFIED	NA
4051	P1_I9_M1	0.9
4052	P2_I6_M1	0.89
4053	UNCLASSIFIED	NA
4054	UNCLASSIFIED	NA
4055	P2_I6_M6	0.94
4056	P2_I6_M4	0.85
4057	UNCLASSIFIED	NA
4058	P1_I9_M3	0.91
4059	P1_I9_M3	0.88
4060	P1_I9_M1	0.9
4061	UNCLASSIFIED	NA
4062	P1_I9_M2	0.94
4063	P2_I6_M7	0.94
4064	P1_I9_M1	0.98
4065	UNCLASSIFIED	NA
4066	P1_I9_M2	0.98
4067	P1_I9_M1	0.92
4068	P1_I9_M4	0.9
4069	UNCLASSIFIED	NA
4070	P1_I9_M2	0.99
4071	P1_I9_M1	0.95
4072	P1_I9_M1	0.97
4073	UNCLASSIFIED	NA
4074	P1_I9_M2	0.98
4075	P2_I6_M5	0.83
4076	P1_I9_M2	0.93
4077	UNCLASSIFIED	NA
4078	P1_I9_M3	0.86
4079	UNCLASSIFIED	NA
4080	UNCLASSIFIED	NA
4081	UNCLASSIFIED	NA
4082	P1_I9_M2	0.91
4083	P1_I9_M2	0.82
4084	P1_I9_M2	0.91
4085	P1_I9_M1	0.95
4086	P2_I6_M5	0.83
4087	P1_I9_M2	0.87
4088	UNCLASSIFIED	NA
4089	P2_I6_M1	0.86
4090	UNCLASSIFIED	NA
4091	P2_I6_M3	0.83
4092	P2_I6_M1	0.93
4093	P2_I6_M1	0.92
4094	UNCLASSIFIED	NA
4095	UNCLASSIFIED	NA
4096	P2_I6_M7	0.88
4097	UNCLASSIFIED	NA
4098	UNCLASSIFIED	NA
4099	UNCLASSIFIED	NA
4100	UNCLASSIFIED	NA
4101	P1_I9_M1	0.86
4102	UNCLASSIFIED	NA
4103	P1_I9_M2	0.94
4104	UNCLASSIFIED	NA
4105	UNCLASSIFIED	NA
4106	P1_I9_M3	0.89
